Facility Name,Hospital overall rating,Beds Available ,Cardio Rating,Neuro Rating,Ortho Rating,Doctors on Duty,Distance,Y
ALLEN PARISH HOSPITAL,2,26,1,4,1,15,9,0
ADVENTHEALTH OTTAWA,3,2,4,1,2,12,9,0
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,3,10,2,3,2,14,4,0
AUSTIN OAKS HOSPITAL,2,8,1,1,2,9,9,0
PARIS COMMUNITY HOSPITAL,5,7,4,4,5,15,11,1
ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,4,26,5,2,3,17,19,0
RIVER POINT BEHAVIORAL HEALTH,3,10,3,1,3,14,20,0
PRATTVILLE BAPTIST HOSPITAL,3,20,2,5,1,13,16,0
"ACCESS HOSPITAL DAYTON, LLC",2,14,1,1,4,15,25,0
ADVOCATE EUREKA  HOSPITAL,3,5,2,4,1,13,4,0
LAKE DISTRICT HOSPITAL,4,12,4,3,5,14,23,1
ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL,4,24,5,1,5,15,5,1
FAIRBANKS MEMORIAL HOSPITAL,3,25,1,4,3,8,22,0
NORTH VALLEY HOSPITAL,3,12,1,4,2,10,29,0
OHSU HOSPITAL AND CLINICS,4,6,5,4,1,5,13,0
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,4,15,4,3,3,10,24,0
"HACIENDA CHILDREN'S HOSPITAL, INC.",5,27,5,5,3,18,20,1
PROVIDENCE NEWBERG MEDICAL CENTER,3,6,2,5,1,10,30,0
HOSPITAL SAN FRANCISCO,2,22,2,2,1,15,10,0
EMIL J FREIREICH CANCER CENTER,3,3,3,3,1,17,8,0
NORTH VISTA HOSPITAL,4,10,2,5,3,8,27,0
SAMARITAN BEHAVIORAL CENTER,4,17,3,4,4,12,12,1
STARR REGIONAL MEDICAL CENTER ATHENS,3,26,4,1,2,12,30,0
ASANTE ASHLAND COMMUNITY HOSPITAL,3,10,2,3,2,12,6,0
TRACE REGIONAL HOSP AND SWING BED,4,4,2,5,3,8,25,0
PEACEHEALTH SOUTHWEST MEDICAL CENTER,4,21,4,5,2,9,13,0
WEST PENN HOSPITAL,2,2,3,1,1,12,20,0
SOUTH COUNTY HOSPITAL INC,3,21,3,1,3,7,23,0
ST JUDE MEDICAL CENTER,2,16,2,1,2,11,5,0
OTTAWA COUNTY HEALTH CENTER,5,9,5,4,5,16,29,0
THE HEART HOSPITAL BAYLOR PLANO,2,29,3,2,1,7,16,0
KITTITAS VALLEY COMMUNITY HOSPITAL,3,18,4,1,2,19,28,0
MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,3,19,2,1,5,20,1,1
OCHSNER LSU HEALTH SHREVEPORT,2,30,1,3,1,14,22,0
DOROTHEA DIX PSYCHIATRIC CENTER,2,27,4,1,1,13,22,0
CABINET PEAKS MEDICAL CENTER,4,3,3,3,5,11,13,1
MELISSA MEMORIAL HOSPITAL,3,2,2,4,3,5,20,0
"PARKVIEW WABASH HOSPITAL, INC",3,22,1,1,5,11,8,1
EASTSIDE MEDICAL CENTER,4,29,4,1,5,18,19,1
FULTON COUNTY MEDICAL CENTER,3,18,3,4,1,7,23,0
WAYNE MEMORIAL HOSPITAL,3,18,1,5,3,8,2,1
BON SECOURS ST MARYS HOSPITAL,3,9,4,1,3,9,13,0
LINDNER CENTER OF HOPE,4,11,4,3,5,6,11,1
LONGLEAF HOSPITAL,4,12,5,1,5,10,6,1
MAYO CLINIC HEALTH SYSTEM - ST JAMES,3,23,4,2,3,13,29,0
MARSHALL BROWNING HOSPITAL,4,13,5,3,2,17,10,0
GETTYSBURG HOSPITAL,3,4,4,1,3,20,26,0
CHI HEALTH IMMANUEL,3,17,4,1,3,7,13,0
GLENDALE ADVENTIST MEDICAL CENTER,5,26,5,3,5,14,3,1
DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH,4,18,4,1,5,17,30,0
ALASKA NATIVE MEDICAL CENTER,3,5,3,1,5,11,4,1
ST ALEXIUS MEDICAL CENTER,4,8,4,2,4,15,22,0
GUNDERSEN LUTHERAN MEDICAL CENTER,4,10,5,3,4,7,7,1
CENTRAL TEXAS MEDICAL CENTER,3,7,2,3,4,10,8,1
"PAGE MEMORIAL HOSPITAL, INC",3,29,2,3,4,13,12,1
MILLCREEK COMMUNITY HOSPITAL,2,20,1,4,1,8,2,0
FAIRCHILD MEDICAL CENTER,3,22,1,5,3,8,18,0
SANFORD WORTHINGTON MEDICAL CENTER,5,26,4,5,4,8,9,1
MEDSTAR WASHINGTON HOSPITAL CENTER,2,11,3,1,2,6,30,0
CLAXTON-HEPBURN MEDICAL CENTER,3,17,5,1,3,17,4,1
HENRY COUNTY HEALTH CENTER,4,7,3,4,4,12,11,1
JEFFERSON REGIONAL MEDICAL CENTER,4,18,3,5,2,13,24,0
PORTSMOUTH REGIONAL HOSPITAL,3,21,4,1,2,20,26,0
SPOONER HEALTH SYSTEM,4,15,4,4,2,15,6,0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,4,28,2,5,4,13,10,1
SHERIDAN MEMORIAL HOSPITAL,5,14,4,4,5,14,8,1
ADVENTIST HEALTH AND RIDEOUT,5,20,4,5,5,10,10,1
BERGEN NEW BRIDGE MEDICAL CENTER,4,18,3,5,2,7,22,0
"CARTHAGE AREA HOSPITAL, INC",3,14,1,5,1,18,4,0
TRINITY HOSPITAL TWIN CITY,4,17,2,5,4,8,3,1
HEALTHEAST ST JOHN'S HOSPITAL,2,16,2,1,1,20,28,0
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,3,15,1,1,5,19,12,1
STANISLAUS SURGICAL HOSPITAL,5,8,5,5,4,8,21,0
UPMC PASSAVANT,2,26,1,2,1,14,5,0
MERCY HOSPITAL,4,6,4,1,5,11,27,0
NORTHERN NEVADA MEDICAL CENTER,4,24,5,5,2,7,12,0
UNIVERSITY OF TEXAS MEDICAL BRANCH,2,24,3,2,1,19,17,0
LONG ISLAND COMMUNITY HOSPITAL,4,19,5,4,1,13,1,0
GOOD SAMARITAN HOSPITAL OF SUFFERN,5,21,4,5,5,17,17,1
PROV SACRED HRT MED CTR & CHILDS HOSP.,4,9,4,3,3,15,19,0
PAUL OLIVER MEMORIAL HOSPITAL,3,27,1,3,4,10,10,1
ST LUKE'S JEROME,3,18,3,1,4,8,7,1
HELEN HAYES HOSPITAL,4,2,4,3,4,14,23,0
SANFORD ABERDEEN MEDICAL CENTER,4,19,4,3,3,7,13,0
IROQUOIS MEMORIAL HOSPITAL,3,10,1,3,4,9,27,0
HAMILTON HOSPITAL,2,26,2,1,3,5,11,1
LONGMONT UNITED HOSPITAL,5,20,5,5,4,15,10,1
BENEFIS TETON MEDICAL CENTER,4,14,1,5,5,7,6,1
ADVENTIST HEALTH PORTLAND,5,4,4,4,5,12,13,1
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,2,25,2,3,1,15,22,0
FOSTORIA COMMUNITY HOSPITAL,2,14,3,1,1,18,10,0
CENTRAL MAINE MEDICAL CENTER,3,19,4,1,2,13,28,0
CHILTON MEDICAL CENTER,3,19,3,1,5,9,1,1
SSM HEALTH ST CLARE HOSPITAL - FENTON,4,17,3,5,3,20,28,0
SETON EDGAR B DAVIS HOSPITAL,4,15,4,3,3,9,1,1
JEFFERSON STRATFORD HOSPITAL,4,23,3,2,5,7,7,1
KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,5,26,5,5,5,13,3,1
SUNRISE CANYON HOSPITAL,3,18,1,5,3,8,21,0
OVERLAKE HOSPITAL MEDICAL CENTER,2,29,2,1,3,8,13,1
SATANTA DISTRICT HOSPITAL,4,12,4,3,3,11,21,0
BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,4,28,4,4,2,12,1,1
AURORA LAKELAND MEDICAL CENTER,4,23,5,3,3,13,4,1
JOHNSTON HEALTH,4,3,2,5,5,16,17,1
SARAH D CULBERTSON MEMORIAL HOSPITAL,2,24,2,1,2,15,17,0
TRISTAR HENDERSONVILLE MEDICAL CENTER,2,2,1,3,1,14,30,0
ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,3,13,5,1,1,8,17,0
TORRANCE MEMORIAL MEDICAL CENTER,4,16,3,5,4,6,3,1
INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC,3,29,1,4,2,19,28,0
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,5,29,4,5,4,6,13,1
GLENN MEDICAL CENTER,4,28,5,5,1,7,20,0
ST. MARY'S HOSPITAL,3,25,1,1,5,17,17,1
MISSION HOSPITAL REGIONAL MED CENTER,4,23,4,3,4,12,24,0
UNM SANDOVAL REGIONAL MEDICAL CENTER,4,20,4,5,1,15,29,0
FRANCISCAN HEALTH LAFAYETTE,2,23,3,1,1,10,7,0
PIONEERS MEMORIAL HEALTHCARE DISTRICT,2,19,3,2,1,11,25,0
CHILDREN'S HOSPITAL AT MISSION,3,10,2,5,1,11,17,0
MAYO CLINIC,3,15,2,4,1,11,1,0
PROVIDENCE ST PETER HOSPITAL,3,22,5,1,1,19,7,0
ST JOSEPH REGIONAL MEDICAL CENTER,2,21,2,1,2,8,7,0
COX MEDICAL CENTER BRANSON,4,26,3,3,4,5,13,1
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,4,17,4,4,2,13,10,0
MOUNT SINAI HOSPITAL,3,22,2,4,1,5,7,0
BAKERSFIELD HEART HOSPITAL,2,26,1,2,3,7,24,0
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,4,10,4,2,5,19,28,0
ST JOSEPH HOSPITAL,5,15,4,5,4,12,13,1
RIVERTON HOSPITAL,4,2,3,3,5,9,15,1
TRINITY HOSPITAL,4,19,3,5,3,17,28,0
RAWLINS COUNTY HEALTH CENTER,4,17,3,4,3,5,28,0
MERCY HOSPITAL,4,22,5,5,2,14,22,0
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,2,21,2,1,1,8,3,0
MCLEAN HOSPITAL CORPORATION,4,26,3,5,3,15,26,0
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,4,25,4,5,2,15,5,1
MERCY MEDICAL CENTER REDDING,3,19,1,3,3,15,14,0
PALMETTO LOWCOUNTRY BEHAVIORAL HEALTH,3,20,1,3,4,10,12,1
SHRINERS HOSPITAL FOR CHILDREN,3,29,5,3,1,17,3,0
SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,3,9,2,4,3,16,1,1
PULLMAN REGIONAL HOSPITAL,3,16,3,1,5,5,18,1
HARDTNER MEDICAL CENTER,2,6,2,3,1,15,18,0
RIVERVIEW REGIONAL MEDICAL CENTER,4,12,4,5,2,5,22,0
CHENANGO MEMORIAL HOSPITAL,2,28,2,1,3,15,26,0
MONROE COMMUNITY HOSPITAL,4,23,5,5,2,13,29,0
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,3,2,4,2,2,9,12,0
ELLETT MEMORIAL HOSPITAL,3,14,4,3,1,20,15,0
GOODLAND REGIONAL MEDICAL CENTER,3,26,4,1,2,13,11,0
GRAND RIVER MEDICAL CENTER,3,6,3,5,1,5,8,0
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,3,19,3,4,2,12,30,0
DIVINE PROVIDENCE HOSPITAL,3,5,3,2,3,5,22,0
ALTA BATES SUMMIT MEDICAL CENTER,4,17,2,4,5,8,16,1
BAPTIST MEMORIAL HOSPITAL,2,3,1,2,3,5,4,0
DOCTORS MEDICAL CENTER,4,18,4,4,4,8,20,0
SAINT JOSEPH REGIONAL MEDICAL CENTER,3,16,1,5,2,8,18,0
AURORA VISTA DEL MAR HOSPITAL,3,20,2,1,4,11,10,1
MARION GENERAL HOSPITAL,3,8,1,3,5,17,9,1
POMERADO HOSPITAL,5,15,5,4,5,20,13,1
AVERA MERRILL PIONEER HOSPITAL,3,29,3,1,5,14,1,1
LIFECARE BEHAVIORAL HEALTH HOSPITAL,2,2,1,2,1,14,5,0
MCLAREN CARO REGION,4,12,5,5,1,13,28,0
HIGHLANDS REGIONAL MEDICAL CENTER,4,15,3,2,5,17,8,1
HARRISON COUNTY HOSPITAL,3,17,4,3,1,8,30,0
SPRING VALLEY HOSPITAL MEDICAL CENTER,4,21,4,3,5,13,3,1
METHODIST MEDICAL CENTER OF ILLINOIS,3,5,2,3,4,17,7,1
CHI HEALTH GOOD SAMARITAN,2,7,1,2,1,13,10,0
WALTER P REUTHER PSYCHIATRIC HOSPITAL,4,13,4,3,3,15,12,0
NELL J REDFIELD MEMORIAL HOSPITAL,4,5,3,3,4,5,19,0
BLAKE MEDICAL CENTER,4,25,5,1,5,18,16,1
SAINT VINCENT MEDICAL CENTER,4,30,4,2,4,17,14,1
BECKLEY ARH HOSPITAL,3,26,3,3,1,10,4,0
ARIZONA SPINE AND JOINT HOSPITAL,3,22,3,3,2,16,5,1
ADVENTHEALTH ORLANDO,4,26,3,5,2,13,29,0
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,4,14,2,5,3,7,27,0
GARFIELD MEMORIAL HOSPITAL,4,26,4,4,3,16,27,0
MAUI MEMORIAL MEDICAL CENTER,4,27,5,3,4,5,20,1
CARTERET GENERAL HOSPITAL,2,22,1,1,2,13,22,0
BIBB MEDICAL CENTER,2,10,1,4,1,7,27,0
KUAKINI MEDICAL CENTER,3,18,4,3,1,20,13,0
HARRIS HEALTH SYSTEM,3,11,5,2,1,20,23,0
LAUDERDALE COMMUNITY HOSPITAL,3,13,3,4,1,15,8,0
JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,4,10,2,5,5,11,27,0
GEISINGER-COMMUNITY MEDICAL CENTER,2,17,2,1,2,11,18,0
MORRIS COUNTY HOSPITAL,4,4,2,5,5,12,27,0
SOUTHERN COOS HOSPITAL & HEALTH CENTER,3,13,3,2,2,20,13,0
MARTIN COUNTY HOSPITAL DISTRICT,5,2,4,4,5,19,2,1
MERCYONE WATERLOO MEDICAL CENTER,3,5,3,1,3,15,22,0
BLUERIDGE VISTA HEALTH AND WELLNESS,1,18,1,1,1,5,8,0
CENTRACARE HEALTH SYSTEM - SAUK CENTRE,3,18,3,1,4,5,5,1
LAKES REGION GENERAL HOSPITAL,4,21,5,4,2,5,18,0
SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,4,15,4,1,5,7,3,1
KAISER FOUNDATION HOSPITAL - WESTSIDE,2,28,1,2,3,6,16,0
MULTICARE DEACONESS HOSPITAL,4,17,2,5,4,9,24,0
PEACEHEALTH PEACE ISLAND MEDICAL CENTER,3,15,2,1,5,14,19,1
RIVERSIDE COMMUNITY HOSPITAL,2,10,2,2,2,13,21,0
ALICE PECK DAY MEMORIAL HOSPITAL,3,15,3,1,4,17,22,0
JUPITER MEDICAL CENTER,5,7,3,5,5,8,17,1
HOUSTON METHODIST WEST HOSPITAL,4,28,4,3,5,16,20,1
OTHELLO COMMUNITY HOSPITAL,3,29,4,2,2,14,12,0
PATIENTS' HOSPITAL OF REDDING,2,4,2,1,2,7,3,0
T J HEALTH COLUMBIA,2,22,2,1,3,20,22,0
BROADLAWNS MEDICAL CENTER,3,7,3,2,3,17,5,0
HAVEN BEHAVIORAL HOSPITAL OF FRISCO,3,24,4,4,1,18,10,0
HAMPSHIRE MEMORIAL HOSPITAL,4,12,4,2,4,17,9,1
RONALD REAGAN U C L A MEDICAL CENTER,4,29,4,5,1,15,24,0
WICKENBURG COMMUNITY HOSPITAL,3,7,3,1,5,15,23,0
"PORTER HOSPITAL, INC",3,19,1,5,3,12,20,0
VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,4,20,4,2,5,11,18,1
MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD,4,23,3,4,3,17,11,1
ADVENTIST HEALTH SONORA,3,3,4,4,1,7,8,0
MH ST ELIZABETH BOARDMAN HOSPITAL,4,12,5,4,2,9,29,0
MEMORIAL HOSPITAL,5,13,5,5,5,14,23,1
WILLS EYE HOSPITAL,2,10,2,1,1,19,12,0
MEMORIAL HOSPITAL OF TAMPA,2,13,1,3,1,14,14,0
AVERA QUEEN OF PEACE,2,15,1,2,2,5,21,0
MIDMICHIGAN MEDICAL CENTER-CLARE,2,29,1,2,3,20,11,1
"OAKWOOD SPRINGS, LLC",3,7,1,2,5,13,27,0
UHHS MEMORIAL HOSPITAL OF GENEVA,3,8,3,1,3,5,25,0
CARILION GILES COMMUNITY HOSPITAL,3,28,5,1,1,10,6,0
COLUMBIA MEMORIAL HOSPITAL,3,11,2,2,5,6,29,0
EDWARD HOSPITAL,4,4,3,4,5,8,13,1
CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,3,27,1,5,3,5,25,0
ALLEGHENY GENERAL HOSPITAL,4,14,5,1,4,14,22,0
THE HOSPITAL AT WESTLAKE MEDICAL CENTER,3,23,1,5,3,20,24,0
MARLETTE REGIONAL HOSPITAL,4,7,5,5,2,15,1,0
STURDY MEMORIAL HOSPITAL,5,23,3,5,5,15,27,1
POWELL VALLEY HOSPITAL,2,12,2,1,2,14,7,0
HIGHLAND HOSPITAL,4,30,4,5,1,18,3,1
KAU HOSPITAL,5,8,4,5,4,9,6,1
BEAUMONT HOSPITAL - TAYLOR,5,19,4,5,4,13,3,1
J ARTHUR DOSHER MEMORIAL HOSPITAL,3,23,4,2,3,12,3,1
OHIO HOSPITAL FOR PSYCHIATRY,5,16,3,5,5,18,12,1
WISE HEALTH SYSTEM,2,9,1,1,2,11,15,0
DAVIS COUNTY HOSPITAL,4,11,4,2,5,14,1,1
BOUNDARY COMMUNITY HOSPITAL,4,28,3,5,2,20,19,0
PIKE COUNTY MEMORIAL HOSPITAL,3,4,2,3,2,19,1,0
HAMILTON COUNTY HOSPITAL,4,28,3,5,3,8,1,1
SAINT MARY'S HOSPITAL,3,28,4,1,3,7,3,1
WHITE MOUNTAIN REGIONAL MEDICAL CENTER,3,30,5,3,1,14,23,0
STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,3,2,5,1,3,5,11,0
ST FRANCIS MEMORIAL HOSPITAL,3,28,4,2,2,15,22,0
FRYE REGIONAL MEDICAL CENTER,2,4,2,3,1,9,16,0
MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,5,9,4,4,5,10,3,1
UNITED MEDICAL CENTER,2,13,1,1,2,17,18,0
LANDMARK MEDICAL CENTER,3,28,2,4,1,12,21,0
UPMC COLE,4,10,5,2,4,15,17,0
WESTERN ARIZONA REGIONAL MEDICAL CENTER,4,17,4,2,4,9,2,1
CENTURA HEALTH-PENROSE-ST FRANCIS HEALTH SERVICES,3,4,3,4,1,6,14,0
MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,2,9,1,2,1,15,30,0
SAMARITAN HOSPITAL,3,19,2,4,2,20,24,0
SHOALS HOSPITAL,3,22,3,1,5,6,12,1
COLORADO MENTAL HEALTH INSTITUTE AT FT LOGAN,5,14,5,5,4,6,4,1
COMMUNITY HOSPITAL INC,4,12,4,5,3,20,10,0
MIDMICHIGAN MEDICAL CENTER-GLADWIN,4,4,4,4,4,8,2,1
MAURY REGIONAL HOSPITAL,3,4,3,3,3,19,16,0
ROCKLAND PSYCH CTR,4,6,5,2,4,16,30,0
SHADOW MOUNTAIN BEHAVIORAL HEALTH SYSTEM,3,27,4,1,3,16,21,0
GROVE CITY MEDICAL CENTER,2,6,1,4,1,18,10,0
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,3,16,4,1,4,14,5,1
MIDMICHIGAN MEDICAL CENTER - WEST BRANCH,3,6,3,2,4,14,22,0
METROPOLITAN ST LOUIS PSYCHIATRIC CTR,3,12,3,1,3,20,10,0
KAISER FOUNDATION HOSPITAL - SACRAMENTO,2,25,3,1,2,16,16,0
CATHOLIC MEDICAL CENTER,4,26,3,5,3,17,30,0
JOHN J MADDEN MENTAL HEALTH CENTER,4,20,4,3,4,14,15,1
WASHINGTON COUNTY MEMORIAL HOSPITAL,4,17,4,5,2,15,5,0
POPLAR SPRINGS HOSPITAL,4,24,4,3,3,12,21,0
UNIVERSITY OF TOLEDO MEDICAL CENTER,5,8,4,4,5,7,14,1
CENTRAL CAROLINA HOSPITAL,4,7,3,2,5,20,28,0
SPECTRUM HEALTH GERBER MEMORIAL,4,18,3,4,4,8,4,1
SALINA REGIONAL HEALTH CENTER,4,27,5,2,5,7,9,1
"BROOKHAVEN HOSPITAL, INC",4,29,5,4,2,11,20,0
ST VINCENT ANDERSON REGIONAL HOSPITAL INC,4,23,1,4,5,12,2,1
HANSFORD COUNTY HOSPITAL,4,18,2,5,5,16,22,1
MOUNT DESERT ISLAND HOSPITAL,3,17,3,3,1,19,5,0
SAINT THOMAS STONES RIVER HOSPITAL,3,27,5,2,2,15,4,1
WESTLAKE HOSPITAL,3,26,1,3,5,16,7,1
PERRY COMMUNITY HOSPITAL,2,25,1,3,1,20,16,0
"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",4,16,5,3,3,8,27,0
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,4,25,3,5,4,15,22,1
REGIONAL HEALTH RAPID CITY HOSPITAL,3,22,4,1,3,17,9,1
FOUR COUNTY COUNSELING CENTER,5,7,5,5,4,16,11,1
UNC LENOIR HEALTH CARE,3,4,3,4,2,12,8,0
CITIZENS MEDICAL CENTER,5,13,5,4,4,5,27,0
BETH ISRAEL DEACONESS MEDICAL CENTER,4,21,5,3,4,17,30,0
PERKINS COUNTY HEALTH SERVICES,2,6,1,2,1,5,28,0
STANFORD HEALTH CARE - VALLEYCARE,4,18,5,5,1,17,11,0
ST MARY'S HOSPITAL,4,10,5,3,4,6,14,0
BUNKIE GENERAL HOSPITAL,2,30,2,2,1,5,17,0
SUBURBAN COMMUNITY HOSPITAL,3,30,2,4,3,15,18,1
VALLEY REGIONAL HOSPITAL,4,9,5,3,4,17,15,0
MEMORIAL HOSPITAL,4,2,5,3,3,12,4,0
COLORADO PLAINS MEDICAL CENTER,3,17,1,5,3,13,12,0
LOWELL GENERAL HOSPITAL,2,24,2,3,1,18,16,0
BANNER CASA GRANDE MEDICAL CENTER,5,26,5,5,3,16,1,1
HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,2,10,1,1,3,12,16,0
CIMARRON MEMORIAL HOSPITAL,4,29,2,5,3,11,21,0
SETON SHOAL CREEK HOSPITAL,3,30,3,2,4,13,9,1
ST CATHERINE HOSPITAL,3,23,4,3,1,13,8,0
MEMORIALCARE SADDLEBACK MEDICAL CENTER,3,18,1,5,3,9,21,0
"WEST CHESTER HOSPITAL, LLC",3,10,1,5,1,11,19,0
"OKLAHOMA SURGICAL HOSPITAL, LLC",5,10,4,4,5,12,25,0
PALMS BEHAVIORAL HEALTH,3,8,2,3,4,14,6,1
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,2,29,1,2,2,10,14,0
CARROLL HOSPITAL CENTER,4,18,2,4,5,19,28,1
KERSHAWHEALTH,3,14,1,3,3,5,12,0
SANTA BARBARA COUNTY PSYCHIATRIC HEALTH FACILITY,4,24,3,4,5,9,16,1
NORTH CANYON MEDICAL CENTER,3,19,2,3,2,19,13,0
KINGSBORO PSYCHIATRIC HOSPITAL,1,19,1,1,1,14,30,0
FORT HAMILTON HUGHES MEMORIAL HOSPITAL,2,23,1,1,4,17,18,1
W W HASTINGS INDIAN HOSPITAL,3,9,3,3,2,7,2,0
MOBRIDGE REGIONAL HOSPITAL - CAH,3,18,4,1,3,5,18,0
AURORA MEDICAL CENTER SUMMIT,3,17,1,4,2,16,18,0
"ST MARY'S SACRED HEART HOSPITAL, INC",3,18,1,5,2,15,10,0
WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,3,8,2,3,3,16,12,0
ROXBURY TREATMENT CENTER,2,13,4,1,1,14,15,0
"HOSPITAL OF CENTRAL CONNECTICUT, THE",3,18,1,2,4,16,20,0
PALI MOMI MEDICAL CENTER,3,2,5,1,3,18,4,0
ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,3,20,4,3,1,18,3,0
CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,2,4,3,1,2,11,29,0
SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY,3,7,4,1,4,14,29,0
BRYAN MEDICAL CENTER,5,24,5,3,5,20,13,1
KEEFE MEMORIAL HOSPITAL,3,26,4,3,1,20,16,0
VERDE VALLEY MEDICAL CENTER,2,9,1,4,1,8,17,0
ALTRU HOSPITAL,4,7,4,3,5,15,18,1
CARLSBAD MEDICAL CENTER,4,25,4,1,5,11,19,1
GEISINGER-LEWISTOWN HOSPITAL,4,9,3,3,4,9,20,0
RUSSELL COUNTY HOSPITAL,3,12,3,5,1,11,14,0
CEDAR COUNTY MEMORIAL HOSPITAL,2,6,2,2,1,11,25,0
GADSDEN REGIONAL MEDICAL CENTER,4,9,2,5,3,8,9,0
ST VINCENT DUNN HOSPITAL INC,3,11,4,2,2,18,17,0
MOUNTAINVIEW MEDICAL CENTER,4,28,1,5,5,5,22,1
HIGHLANDS MEDICAL CENTER,3,15,2,2,5,14,14,1
RJ BLACKLEY ALCOHOL AND DRUG ABUSE TREATMENT CTR,3,9,5,1,2,13,8,0
PINNACLE HOSPITAL,4,27,4,2,4,12,12,1
SAINT JOSEPH MOUNT STERLING,4,30,4,2,4,17,2,1
STILLWATER BILLINGS CLINIC,3,16,3,1,3,17,20,0
MOUNT SINAI MEDICAL CENTER,4,11,4,2,5,7,21,0
OAKDALE COMMUNITY HOSPITAL,4,22,3,5,2,15,29,0
SPARROW CARSON HOSPITAL,3,28,4,3,2,12,4,1
PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,3,11,2,5,1,16,22,0
HILLSBORO AREA HOSPITAL,3,20,4,2,1,16,11,0
UNIVERSITY BEHAVIORAL HEALTH,3,21,1,5,2,16,27,0
MISSION REGIONAL MEDICAL CENTER,4,9,5,2,3,17,2,1
ST CLAIR HOSPITAL,2,19,3,1,2,8,3,0
CENTURA HEALTH-ST THOMAS MORE HOSPITAL,4,4,5,3,4,19,25,0
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,4,30,2,3,5,7,22,1
UMD HARFORD MEMORIAL HOSPITAL,4,18,4,4,4,11,25,0
ADVENTIST HEALTH SIMI VALLEY,1,5,1,1,1,18,17,0
HASKELL MEMORIAL HOSPITAL,4,3,5,3,3,5,4,0
SAME DAY SURGERY CENTER LLC,3,6,2,3,4,12,10,0
BELLEVUE HOSPITAL,4,13,1,4,5,19,14,1
CHI HEALTH  - MERCY CORNING,4,17,4,4,2,19,6,0
GREEN OAKS HOSPITAL,3,15,2,3,3,11,28,0
CONWAY BEHAVIORAL HEALTH,3,28,2,4,2,7,5,1
GRAND STRAND REGIONAL MEDICAL CENTER,4,10,2,4,4,7,14,0
SAINT PETER'S UNIVERSITY HOSPITAL,3,19,1,5,1,19,10,0
ELLIS HOSPITAL,4,22,2,5,5,5,22,1
BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,5,7,5,4,5,8,19,1
HENDRICKS REGIONAL HEALTH,5,10,5,4,4,15,5,1
LONE STAR BEHAVIORAL HEALTH CYPRESS,4,14,2,5,3,12,12,0
LITTLE RIVER MEMORIAL HOSPITAL,4,6,3,3,5,17,17,1
CAPE CORAL HOSPITAL,3,25,1,2,5,8,21,1
NORRISTOWN STATE HOSPITAL,3,28,2,1,5,8,6,1
NOVANT HEALTH UVA HEALTH HAYMARKET MEDICAL CENTER,4,22,4,2,4,17,19,1
ADVENTHEALTH NORTH PINELLAS,5,21,4,4,5,12,21,1
ADVENTHEALTH PALM COAST,4,8,3,4,4,18,10,1
FIVE RIVERS MEDICAL CENTER,3,10,3,1,3,19,8,0
